batch,accuracy
1,0.32367149758454106
2,0.322463768115942
3,0.4420289855072464
4,0.5519323671497585
5,0.30193236714975846
6,0.2560386473429952
7,0.5990338164251208
8,0.45893719806763283
9,0.5760869565217391
10,0.5797101449275363
11,0.4166666666666667
12,0.5990338164251208
13,0.6086956521739131
14,0.5314009661835749
15,0.5736714975845411
16,0.3647342995169082
17,0.30676328502415456
18,0.4746376811594203
19,0.4444444444444444
20,0.5966183574879227
21,0.47101449275362317
22,0.5640096618357487
23,0.3961352657004831
24,0.49033816425120774
25,0.322463768115942
26,0.1461352657004831
27,0.4613526570048309
28,0.37318840579710144
29,0.5241545893719807
30,0.5241545893719807
31,0.5241545893719807
32,0.5241545893719807
33,0.5241545893719807
34,0.5241545893719807
35,0.5241545893719807
36,0.5241545893719807
37,0.5241545893719807
38,0.5241545893719807
39,0.5241545893719807
40,0.5241545893719807
41,0.5241545893719807
42,0.5241545893719807
43,0.5241545893719807
44,0.5241545893719807
45,0.5241545893719807
46,0.5241545893719807
47,0.5241545893719807
48,0.5241545893719807
49,0.5241545893719807
50,0.5241545893719807
51,0.5241545893719807
52,0.5241545893719807
53,0.5241545893719807
54,0.5241545893719807
55,0.5241545893719807
56,0.5241545893719807
57,0.5241545893719807
58,0.5241545893719807
59,0.5241545893719807
60,0.5241545893719807
61,0.5241545893719807
62,0.5241545893719807
63,0.5241545893719807
64,0.5241545893719807
65,0.5241545893719807
66,0.5241545893719807
67,0.5241545893719807
68,0.5241545893719807
69,0.5241545893719807
70,0.5241545893719807
71,0.5241545893719807
72,0.5241545893719807
73,0.5241545893719807
74,0.5241545893719807
75,0.5241545893719807
76,0.5241545893719807
77,0.5241545893719807
78,0.5241545893719807
79,0.5241545893719807
80,0.5241545893719807
81,0.5241545893719807
82,0.5241545893719807
83,0.5241545893719807
84,0.5241545893719807
85,0.5241545893719807
86,0.5241545893719807
87,0.5241545893719807
88,0.5241545893719807
89,0.5241545893719807
90,0.5241545893719807
91,0.5241545893719807
92,0.5241545893719807
93,0.5241545893719807
94,0.5241545893719807
95,0.5241545893719807
96,0.5241545893719807
97,0.5241545893719807
98,0.5241545893719807
99,0.5241545893719807
100,0.5241545893719807
101,0.5241545893719807
102,0.5241545893719807
103,0.5241545893719807
104,0.5241545893719807
105,0.5241545893719807
106,0.5241545893719807
107,0.5241545893719807
108,0.5241545893719807
109,0.5241545893719807
110,0.5241545893719807
111,0.5241545893719807
112,0.5241545893719807
113,0.5241545893719807
114,0.5241545893719807
115,0.5241545893719807
116,0.5241545893719807
117,0.5241545893719807
118,0.5241545893719807
119,0.5241545893719807
120,0.5241545893719807
121,0.5241545893719807
122,0.5241545893719807
123,0.5241545893719807
124,0.5241545893719807
125,0.5241545893719807
126,0.5241545893719807
127,0.5241545893719807
128,0.5241545893719807
129,0.5241545893719807
130,0.5241545893719807
131,0.5241545893719807
132,0.5241545893719807
133,0.5241545893719807
134,0.5241545893719807
135,0.5241545893719807
136,0.5241545893719807
137,0.5241545893719807
138,0.5241545893719807
139,0.5241545893719807
140,0.5241545893719807
141,0.5241545893719807
142,0.5241545893719807
143,0.5241545893719807
144,0.5241545893719807
145,0.5241545893719807
146,0.5241545893719807
147,0.5241545893719807
148,0.5241545893719807
149,0.5241545893719807
150,0.5241545893719807
151,0.5241545893719807
152,0.5241545893719807
153,0.5241545893719807
154,0.5241545893719807
155,0.5241545893719807
156,0.5241545893719807
157,0.5241545893719807
158,0.5241545893719807
159,0.5241545893719807
160,0.5241545893719807
161,0.5241545893719807
162,0.5241545893719807
163,0.5241545893719807
164,0.5241545893719807
165,0.5241545893719807
166,0.5241545893719807
167,0.5241545893719807
168,0.5241545893719807
169,0.5241545893719807
170,0.5241545893719807
171,0.5241545893719807
172,0.5241545893719807
173,0.5241545893719807
174,0.5241545893719807
175,0.5241545893719807
176,0.5241545893719807
177,0.5241545893719807
178,0.5241545893719807
179,0.5241545893719807
180,0.5241545893719807
181,0.5241545893719807
182,0.5241545893719807
183,0.5241545893719807
184,0.5241545893719807
185,0.5241545893719807
186,0.5241545893719807
187,0.5241545893719807
188,0.5241545893719807
189,0.5241545893719807
190,0.5241545893719807
191,0.5241545893719807
192,0.5241545893719807
193,0.5241545893719807
194,0.5241545893719807
195,0.5241545893719807
196,0.5241545893719807
197,0.5241545893719807
198,0.5241545893719807
199,0.5241545893719807
200,0.5241545893719807
